date,open,high,low,close,volume
2026-04-01 00:00:00-04:00,4707.60009765625,4707.7001953125,4693.0,4702.7001953125,3646
2026-04-01 01:00:00-04:00,4702.89990234375,4730.0,4700.7998046875,4710.2998046875,5342
2026-04-01 02:00:00-04:00,4710.7998046875,4759.89990234375,4708.89990234375,4757.39990234375,9443
2026-04-01 03:00:00-04:00,4757.5,4774.2001953125,4735.60009765625,4739.39990234375,10019
2026-04-01 04:00:00-04:00,4739.60009765625,4767.5,4737.0,4755.7998046875,7421
2026-04-01 05:00:00-04:00,4755.7998046875,4757.60009765625,4740.0,4750.5,4366
2026-04-01 06:00:00-04:00,4750.0,4766.0,4742.39990234375,4758.7001953125,4270
2026-04-01 07:00:00-04:00,4758.2001953125,4791.5,4755.2001953125,4780.2001953125,7281
2026-04-01 08:00:00-04:00,4780.2001953125,4782.0,4752.0,4752.10009765625,12456
2026-04-01 09:00:00-04:00,4752.0,4776.7998046875,4743.2998046875,4765.39990234375,11126
2026-04-01 10:00:00-04:00,4765.2001953125,4796.7998046875,4751.2998046875,4788.39990234375,13958
2026-04-01 11:00:00-04:00,4788.7998046875,4816.2001953125,4785.2001953125,4814.39990234375,11457
2026-04-01 12:00:00-04:00,4814.2998046875,4818.89990234375,4802.10009765625,4815.0,5512
2026-04-01 13:00:00-04:00,4815.2001953125,4821.0,4800.39990234375,4801.39990234375,6303
2026-04-01 14:00:00-04:00,4801.10009765625,4802.60009765625,4768.2001953125,4779.5,8859
2026-04-01 15:00:00-04:00,4780.0,4804.39990234375,4777.60009765625,4791.7001953125,5102
2026-04-01 16:00:00-04:00,4791.7001953125,4797.2001953125,4780.0,4784.60009765625,1583
2026-04-01 18:00:00-04:00,4783.0,4808.10009765625,4776.60009765625,4801.10009765625,0
2026-04-01 19:00:00-04:00,4802.2001953125,4825.89990234375,4798.5,4808.89990234375,3496
2026-04-01 20:00:00-04:00,4809.2998046875,4823.89990234375,4800.0,4810.39990234375,4032
2026-04-01 21:00:00-04:00,4811.0,4813.39990234375,4675.7001953125,4723.7998046875,23580
2026-04-01 22:00:00-04:00,4723.10009765625,4732.2001953125,4683.39990234375,4715.10009765625,10428
2026-04-01 23:00:00-04:00,4714.0,4726.7998046875,4702.7998046875,4707.10009765625,3622
2026-04-02 00:00:00-04:00,4703.60009765625,4708.60009765625,4683.7998046875,4698.89990234375,3813
2026-04-02 01:00:00-04:00,4699.2998046875,4706.60009765625,4612.2001953125,4622.10009765625,10617
2026-04-02 02:00:00-04:00,4621.7998046875,4635.60009765625,4580.39990234375,4625.0,16255
2026-04-02 03:00:00-04:00,4624.5,4677.0,4623.7001953125,4668.2001953125,8174
2026-04-02 04:00:00-04:00,4668.10009765625,4674.5,4641.60009765625,4646.10009765625,7660
2026-04-02 05:00:00-04:00,4645.5,4657.2998046875,4638.2001953125,4647.2998046875,5929
2026-04-02 06:00:00-04:00,4647.5,4661.10009765625,4629.5,4646.7001953125,4593
2026-04-02 07:00:00-04:00,4647.10009765625,4656.7998046875,4618.7998046875,4626.2001953125,4927
2026-04-02 08:00:00-04:00,4626.60009765625,4656.5,4620.7998046875,4628.10009765625,7419
2026-04-02 09:00:00-04:00,4628.2998046875,4679.10009765625,4605.5,4672.89990234375,16316
2026-04-02 10:00:00-04:00,4672.7001953125,4726.39990234375,4657.60009765625,4707.89990234375,20776
2026-04-02 11:00:00-04:00,4708.39990234375,4710.2998046875,4678.5,4687.5,8983
2026-04-02 12:00:00-04:00,4686.89990234375,4697.89990234375,4668.60009765625,4686.5,8730
2026-04-02 13:00:00-04:00,4685.7001953125,4695.7998046875,4672.7001953125,4675.7001953125,6570
2026-04-02 14:00:00-04:00,4676.5,4699.0,4674.10009765625,4695.2001953125,2799
2026-04-02 15:00:00-04:00,4695.7998046875,4708.60009765625,4687.7998046875,4697.89990234375,3569
2026-04-02 16:00:00-04:00,4698.60009765625,4703.60009765625,4690.39990234375,4702.7001953125,1974
2026-04-05 18:00:00-04:00,4675.0,4699.2998046875,4634.89990234375,4673.60009765625,7570
2026-04-05 19:00:00-04:00,4673.7998046875,4678.39990234375,4631.0,4636.7998046875,3466
2026-04-05 20:00:00-04:00,4637.2001953125,4655.7001953125,4626.2001953125,4647.89990234375,3008
2026-04-05 21:00:00-04:00,4648.89990234375,4668.7001953125,4645.7998046875,4651.7998046875,3577
